Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Toyota,2022,Female,Individual,Manual,Fourth & Above Owner,24.05,836,83.1,495881
Maruti,2020,Male,Trustmark Dealer,Manual,First Owner,17.85,3065,92.7,660125
Maruti,2006,Female,Trustmark Dealer,Manual,Third Owner,7.03,2279,112.6,1104374
BMW,2012,Male,Individual,Manual,Third Owner,19.55,2335,94.6,386296
Hyundai,2019,Male,Trustmark Dealer,Manual,Second Owner,17.21,3027,143.1,575972
BMW,2012,Female,Trustmark Dealer,Automatic,First Owner,10.68,2340,118.4,276532
Audi,2006,Male,Individual,Manual,First Owner,11.28,929,102.2,383416
BMW,2009,Male,Dealer,Manual,Third Owner,21.9,3458,66.6,273798
Maruti,2014,Female,Individual,Automatic,Third Owner,15.07,2571,86.3,673436
Honda,2020,Female,Dealer,Manual,Second Owner,14.37,1158,102,727593
BMW,2005,Female,Individual,Automatic,Third Owner,17.86,3474,69.4,806115
Honda,2004,Male,Dealer,Automatic,Second Owner,15.42,2422,122.3,373905
Honda,2022,Male,Dealer,Manual,Fourth & Above Owner,18.4,,65.6,752383
Hyundai,2001,Male,Individual,Manual,Second Owner,17.19,1977,74.1,633930
Honda,2020,Female,Trustmark Dealer,Automatic,Second Owner,13.2,1305,75.9,582674
Maruti,2014,Female,Individual,Automatic,Second Owner,15.96,2332,108.6,227573
Toyota,2015,Female,Dealer,Manual,Fourth & Above Owner,,1617,69.9,645976
Toyota,2018,Male,Dealer,Automatic,Third Owner,18.17,1593,45,655487
Ford,2008,Female,Dealer,Manual,Second Owner,17.67,1638,117.2,630519
Audi,2021,Female,Individual,Manual,Third Owner,25.75,1422,78.9,720015
BMW,2018,Male,Dealer,Manual,Second Owner,20.92,3476,63.3,808379
Audi,2006,Female,Trustmark Dealer,Manual,Third Owner,21.41,896,71.1,270593
Maruti,2003,Female,Trustmark Dealer,Automatic,Second Owner,17.34,2763,132.9,534991
Honda,2002,Female,Trustmark Dealer,Automatic,Third Owner,18.88,2105,73.6,754730
Toyota,2019,Male,Individual,Manual,First Owner,16.28,2524,86.9,519482
Audi,2010,Female,Trustmark Dealer,Manual,Fourth & Above Owner,21.11,1398,78.8,887827
Maruti,2000,Male,Individual,Automatic,Second Owner,,1228,59.2,627054
Toyota,2005,Female,Dealer,Automatic,Fourth & Above Owner,18.89,2366,71.4,13523
Honda,2010,Female,Individual,Automatic,Second Owner,18.64,2124,57.5,851829
Audi,2000,Male,Trustmark Dealer,Automatic,First Owner,17.93,3390,113.9,564869
Toyota,2020,Female,Individual,Automatic,First Owner,,3214,92.5,69087
BMW,2006,Female,Individual,Manual,Fourth & Above Owner,15.33,2652,152.1,524313
BMW,2005,Male,Individual,Manual,Second Owner,15.3,2567,72.3,219491
Ford,2013,Female,Individual,Manual,Third Owner,20.78,1868,68.5,825939
Ford,2001,Male,Dealer,Manual,Second Owner,15.62,2316,128.3,589248
Toyota,2003,Male,Individual,Automatic,Third Owner,16.83,2139,116.4,322876
Maruti,2010,Female,Individual,Automatic,Fourth & Above Owner,13.65,2899,99.6,843254
BMW,2014,Male,Individual,Manual,Fourth & Above Owner,19.97,1363,62.2,737558
Maruti,2017,Male,Dealer,Manual,First Owner,20.02,3346,133.6,529271
Maruti,2000,Female,Dealer,Automatic,Third Owner,16.74,1776,88.2,226321
Toyota,2002,Female,Dealer,Manual,Second Owner,20.86,2141,79.2,347258
Maruti,2002,Male,Individual,Manual,First Owner,10.57,2233,118.6,342763
BMW,2006,Male,Individual,Automatic,Fourth & Above Owner,15.17,3170,89.4,823949
Honda,2000,Female,Dealer,Automatic,First Owner,17.32,2414,60.9,95731
Ford,2010,Female,Individual,Automatic,Second Owner,13.31,2384,91,585830
Honda,2005,Male,Individual,Manual,Second Owner,11.01,2053,70.5,524915
Maruti,2019,Female,Dealer,Automatic,Fourth & Above Owner,16.77,2167,14.8,910662
Honda,2002,Male,Dealer,Automatic,First Owner,20.78,2194,68,669821
BMW,2018,Female,Trustmark Dealer,Manual,Third Owner,23.13,1355,76.8,760563
BMW,2001,Female,Dealer,Automatic,Third Owner,15.81,2070,61.1,442392
Maruti,2017,Female,Dealer,Manual,Third Owner,20.93,1018,104.4,230701
Toyota,2011,Female,Dealer,Manual,Second Owner,20.55,1333,70.6,502357
Honda,2009,Female,Dealer,Manual,First Owner,22.87,3489,102,833149
Toyota,2004,Male,Individual,Manual,Third Owner,16.6,3366,59.2,832467
Toyota,2008,Male,Dealer,Automatic,First Owner,10.81,2295,112.7,470824
Hyundai,2001,Female,Individual,Manual,Fourth & Above Owner,18.28,2173,58.1,341777
Maruti,2001,Male,Individual,Automatic,Third Owner,13.94,843,31.5,848988
Ford,2005,Female,Dealer,Automatic,First Owner,15.11,864,120.9,559012
BMW,2009,Male,Dealer,Automatic,Second Owner,16.8,,68.6,640965
BMW,2017,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,16.64,1786,133.9,1041957
Maruti,2011,Male,Individual,Automatic,Fourth & Above Owner,18.57,2408,104.1,636999
Audi,2003,Female,Dealer,Manual,Fourth & Above Owner,20.81,2524,109.8,784130
Audi,2021,Male,Individual,Automatic,Fourth & Above Owner,16.53,3005,116.1,365860
Audi,2020,Female,Trustmark Dealer,Manual,Second Owner,19.58,2298,92.8,612510
Ford,2016,Male,Dealer,Manual,Second Owner,18.06,1848,93.1,642024
BMW,2014,Female,Trustmark Dealer,Manual,Third Owner,21.74,959,122,557841
Maruti,2005,Female,Individual,Automatic,Second Owner,17.25,1804,92.8,593454
BMW,2015,Male,Trustmark Dealer,Automatic,Second Owner,17.68,2922,71.8,637866
Toyota,2016,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,16.5,2985,104.6,744311
Honda,2002,Male,Individual,Automatic,Second Owner,17.35,2741,37.2,950735
Honda,2009,Female,Individual,Manual,Fourth & Above Owner,14.87,1278,123,-79664
BMW,2004,Male,Individual,Automatic,First Owner,14.47,3400,123.5,934121
Hyundai,2013,Male,Individual,Automatic,First Owner,21.1,2126,120,86758
Ford,2020,Male,Individual,Manual,First Owner,13.67,1186,119,692629
Audi,2012,Male,Individual,Manual,First Owner,,1271,87.9,1306689
Ford,2005,Female,Trustmark Dealer,Manual,First Owner,22.06,1108,87.3,587238
Ford,2011,Male,Individual,Manual,First Owner,16.59,1500,59.3,654006
Toyota,2007,Female,Individual,Manual,First Owner,21.31,2721,133.7,506922
Ford,2004,Female,Individual,Manual,Fourth & Above Owner,15.64,2652,77.9,800179
Honda,2014,Female,Individual,Manual,Fourth & Above Owner,13.8,2817,98.5,708663
Toyota,2015,Male,Dealer,Automatic,Fourth & Above Owner,,1878,96.4,397186
Maruti,2000,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,23.25,1585,56.5,565694
Ford,2015,Female,Trustmark Dealer,Manual,Second Owner,13.45,2278,46.4,264469
Ford,2004,Male,Dealer,Manual,Second Owner,20.99,,90.1,564318
Maruti,2002,Female,Trustmark Dealer,Automatic,Third Owner,14,901,78.7,474188
Ford,2019,Male,Trustmark Dealer,Manual,Second Owner,23.27,1574,87.8,640962
Maruti,2014,Male,Individual,Manual,Fourth & Above Owner,26.83,2031,116.6,387026
Toyota,2012,Female,Trustmark Dealer,Manual,Fourth & Above Owner,11.25,2138,95.6,535670
Honda,2015,Male,Dealer,Manual,First Owner,,1371,109,602632
Maruti,2022,Female,Trustmark Dealer,Manual,First Owner,21.09,947,101.1,623525
Hyundai,2010,Female,Dealer,Automatic,Third Owner,20.05,2622,82.1,682285
Maruti,2020,Female,Dealer,Manual,Second Owner,21.11,1396,65,547750
Ford,2001,Male,Trustmark Dealer,Manual,Fourth & Above Owner,15.7,1777,96.6,363992
Audi,2021,Male,Individual,Manual,Second Owner,25.95,1870,92.1,624622
Audi,2005,Male,Dealer,Automatic,Third Owner,18.47,3346,112.9,546343
Toyota,2005,Male,Trustmark Dealer,Automatic,First Owner,13.13,954,86.2,907394
BMW,2013,Female,Trustmark Dealer,Manual,Fourth & Above Owner,16.99,1029,82.6,945222
Toyota,2010,Female,Individual,Manual,First Owner,13.19,957,84.3,188376
BMW,2007,Female,Individual,Manual,Fourth & Above Owner,24.36,1722,67,785146
Audi,2007,Male,Trustmark Dealer,Manual,First Owner,15.36,3415,126.2,845323
Audi,2000,Female,Individual,Automatic,First Owner,19.97,1974,118.5,196251
Maruti,2020,Female,Dealer,Automatic,Third Owner,16.12,3146,59.7,773842
Honda,2006,Female,Trustmark Dealer,Manual,Second Owner,15.54,2046,,868786
Hyundai,2005,Male,Individual,Manual,First Owner,10.36,1565,43.9,315106
Toyota,2020,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,20.39,3412,114.6,529098
Ford,2007,Male,Individual,Automatic,Second Owner,23.2,1266,72.6,655896
BMW,2018,Male,Dealer,Manual,Second Owner,14.34,,99,771137
Ford,2021,Male,Trustmark Dealer,Manual,First Owner,11.82,2375,41.8,303468
Honda,2020,Male,Individual,Manual,First Owner,21.21,1243,60,947102
BMW,2019,Female,Dealer,Automatic,First Owner,11.42,2677,101.7,-8804
Toyota,2007,Female,Dealer,Automatic,Second Owner,22.88,1704,72.5,997124
Maruti,2013,Female,Individual,Automatic,Third Owner,14.38,2601,69,765080
Ford,2017,Female,Trustmark Dealer,Automatic,First Owner,13.59,1725,124.9,413469
Honda,2015,Male,Individual,Manual,Second Owner,18.99,,145.3,859322
Toyota,2008,Female,Individual,Automatic,Second Owner,13.85,1091,113.4,285660
Audi,2014,Male,Dealer,Automatic,Fourth & Above Owner,15.17,2033,62.7,634481
Audi,2009,Male,Individual,Automatic,First Owner,19.42,2634,134.1,671551
Toyota,2021,Female,Individual,Manual,Third Owner,8.28,1551,51,670840
Toyota,2015,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,24.57,2034,82.4,348085
Toyota,2003,Male,Individual,Automatic,First Owner,18.17,1462,91.4,451177
BMW,2019,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,12.83,2219,138.1,638023
Toyota,2012,Female,Individual,Manual,First Owner,13.93,2384,112.8,381977
Ford,2021,Female,Dealer,Automatic,Fourth & Above Owner,21.97,1719,78.4,681436
Honda,2004,Female,Individual,Manual,Third Owner,20.4,1708,66.4,415762
BMW,2021,Female,Trustmark Dealer,Manual,Fourth & Above Owner,23.55,,115.1,900000
Toyota,2006,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,15.27,867,76.7,1068805
Hyundai,2022,Female,Individual,Manual,Fourth & Above Owner,19.19,1274,95.4,510761
Hyundai,2008,Male,Individual,Automatic,First Owner,19.71,1157,55.8,876078
Honda,2007,Male,Individual,Manual,First Owner,20.78,2566,104.2,536309
Audi,2015,Female,Trustmark Dealer,Manual,Third Owner,22.51,2279,102.2,319071
Maruti,2005,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,15.13,2169,59,472285
Maruti,2015,Male,Dealer,Automatic,Second Owner,,2753,,625671
Audi,2005,Male,Individual,Manual,Fourth & Above Owner,15.56,3368,103.9,63913
BMW,2013,Female,Trustmark Dealer,Manual,Second Owner,17.79,2706,108.5,787697
BMW,2020,Male,Trustmark Dealer,Manual,Second Owner,20.79,1632,80.5,625806
BMW,2000,Male,Trustmark Dealer,Manual,Fourth & Above Owner,11.38,3471,94.5,900163
Maruti,2008,Female,Trustmark Dealer,Automatic,Second Owner,22.44,2153,91.6,782441
Hyundai,2012,Male,Dealer,Manual,Second Owner,13.44,3274,86.3,1907952
Maruti,2018,Female,Trustmark Dealer,Manual,Fourth & Above Owner,16.77,1808,94.3,493250
Ford,2016,Male,Trustmark Dealer,Automatic,First Owner,22.98,1242,121.4,1056859
Toyota,2010,Male,Individual,Manual,Fourth & Above Owner,19.31,1400,116.9,1250962
BMW,2007,Male,Dealer,Automatic,Third Owner,19.36,2274,60.5,498255
Hyundai,2022,Male,Dealer,Automatic,Second Owner,13.28,1286,114.6,912688
Honda,2004,Male,Dealer,Automatic,Third Owner,13.82,3495,,387975
Honda,2009,Female,Individual,Manual,Second Owner,21.77,2852,86.2,423694
Toyota,2006,Male,Dealer,Automatic,First Owner,15.64,1431,102.7,484127
Hyundai,2009,Female,Trustmark Dealer,Automatic,Second Owner,16.02,2554,102.4,805405
Maruti,2003,Female,Dealer,Automatic,Fourth & Above Owner,21.86,2378,68.8,277526
Maruti,2008,Female,Trustmark Dealer,Manual,Second Owner,13.8,2011,80.5,1064989
Ford,2013,Female,Dealer,Manual,Third Owner,19.08,825,108.8,881362
Ford,2001,Male,Dealer,Manual,Fourth & Above Owner,18.17,3009,77.6,798455
Maruti,2008,Female,Trustmark Dealer,Manual,Third Owner,17.99,3380,114.4,511856
Honda,2020,Female,Individual,Automatic,First Owner,15.93,3257,122.6,848846
BMW,2000,Male,Individual,Automatic,Third Owner,15.68,2463,118.6,-275209
Honda,2022,Male,Individual,Automatic,Third Owner,13.69,1896,139.5,732270
Ford,2009,Female,Trustmark Dealer,Manual,Third Owner,19.93,2056,87.7,648037
Toyota,2009,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,15.33,1929,94.4,34135
Maruti,2019,Male,Dealer,Manual,First Owner,21.87,,98,721876
Ford,2021,Female,Dealer,Manual,First Owner,17.1,808,88.5,777268
Ford,2002,Female,Trustmark Dealer,Manual,First Owner,13.77,849,103.6,43880
BMW,2005,Female,Dealer,Automatic,Third Owner,17.05,2345,47.2,243969
Maruti,2005,Female,Dealer,Automatic,Fourth & Above Owner,16.36,1241,95.1,1219317
BMW,2020,Male,Individual,Manual,Fourth & Above Owner,22.04,2601,,544094
Maruti,2001,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,16.52,2413,65.9,892688
BMW,2017,Male,Individual,Manual,Third Owner,16.9,2883,108.3,938041
Honda,2022,Female,Dealer,Automatic,First Owner,23.65,2965,85,718181
Toyota,2001,Male,Dealer,Manual,Third Owner,20.03,1501,107.4,905172
Toyota,2011,Male,Individual,Manual,Fourth & Above Owner,24.65,1553,84.5,-33867
Maruti,2021,Female,Trustmark Dealer,Manual,Third Owner,,2628,117.7,530841
Hyundai,2004,Female,Dealer,Automatic,Second Owner,14.45,2335,84,-324180
Audi,2019,Female,Trustmark Dealer,Automatic,First Owner,21.96,1029,41.1,76172
Ford,2006,Female,Individual,Automatic,First Owner,24.1,1359,95.6,436196
Ford,2015,Male,Dealer,Automatic,Fourth & Above Owner,24.13,1973,35.8,400385
Maruti,2019,Female,Individual,Automatic,Third Owner,21.95,2678,53.7,612423
BMW,2000,Female,Trustmark Dealer,Manual,Fourth & Above Owner,21.87,3055,67.9,593805
Hyundai,2000,Male,Dealer,Automatic,Third Owner,16.79,1884,64.8,640123
Honda,2016,Male,Trustmark Dealer,Manual,Second Owner,14.65,1940,76.4,652413
BMW,2000,Male,Trustmark Dealer,Automatic,First Owner,16.59,1038,63.9,699877
BMW,2020,Male,Dealer,Automatic,First Owner,11.34,2895,54.9,312287
Maruti,2019,Female,Individual,Automatic,Third Owner,23.37,2271,128.5,382562
Maruti,2012,Male,Dealer,Manual,First Owner,16.87,,73,588937
Ford,2008,Male,Trustmark Dealer,Automatic,Third Owner,23.17,2116,34.2,593597
Maruti,2014,Male,Trustmark Dealer,Manual,Fourth & Above Owner,13.07,2845,81,275422
Maruti,2002,Male,Trustmark Dealer,Automatic,Second Owner,22.33,1316,61.9,924468
Maruti,2013,Male,Dealer,Manual,Third Owner,16.02,1004,67.9,817440
Ford,2022,Male,Trustmark Dealer,Manual,Second Owner,,2937,107.8,342085
Honda,2010,Female,Dealer,Manual,Fourth & Above Owner,24.51,3347,78.8,537490
Honda,2021,Female,Dealer,Manual,Fourth & Above Owner,22.43,1931,61.2,1202862
Audi,2011,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.85,2013,101.2,648173
Audi,2012,Male,Trustmark Dealer,Automatic,Third Owner,18.14,2584,118.7,718706
Maruti,2012,Male,Trustmark Dealer,Manual,Second Owner,19.76,2182,103.4,417319
Audi,2000,Female,Individual,Automatic,Second Owner,18.78,2557,28.7,1518198
Ford,2009,Male,Individual,Manual,First Owner,14.83,2479,62.1,1053398
Honda,2002,Male,Individual,Automatic,Third Owner,16.35,806,,633988
BMW,2003,Male,Trustmark Dealer,Automatic,First Owner,25.84,2685,83.9,578722
Honda,2015,Male,Trustmark Dealer,Automatic,First Owner,28.69,3169,81.8,602292
Honda,2007,Male,Individual,Manual,Third Owner,24.25,3115,65.4,1363615
Ford,2015,Female,Dealer,Automatic,First Owner,19.91,1095,54.9,611942
Audi,2016,Male,Individual,Manual,First Owner,16.65,3417,140.2,350977
BMW,2018,Female,Individual,Automatic,First Owner,14.81,,90.7,403395
Ford,2021,Male,Dealer,Manual,Fourth & Above Owner,15.07,1063,106.1,834227
Maruti,2014,Male,Individual,Automatic,Third Owner,15.79,2937,90.2,171456
Toyota,2015,Female,Individual,Manual,Fourth & Above Owner,26.6,1652,91.2,735175
Honda,2014,Female,Individual,Manual,First Owner,25.23,3335,88.4,382855
Toyota,2001,Male,Dealer,Manual,First Owner,20.99,2164,62,42369
Ford,2010,Male,Dealer,Automatic,Fourth & Above Owner,14.16,2152,52.1,305978
Ford,2000,Female,Individual,Manual,First Owner,21.57,1200,99.7,608260
Ford,2014,Female,Trustmark Dealer,Automatic,Third Owner,17.05,1156,94.7,1018550
Toyota,2018,Female,Individual,Manual,Second Owner,9.39,3346,113.5,873999
Ford,2003,Female,Dealer,Manual,Fourth & Above Owner,19.15,1633,108.4,511893
Maruti,2010,Male,Dealer,Manual,Second Owner,14.63,1234,69.8,891656
Ford,2004,Male,Dealer,Automatic,Second Owner,14.77,918,118.3,492966
Hyundai,2002,Female,Trustmark Dealer,Automatic,Second Owner,17,1822,109.1,160047
Audi,2012,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,16.01,3195,107.3,606326
Toyota,2009,Female,Trustmark Dealer,Automatic,First Owner,17.86,3386,146.2,148220
Hyundai,2010,Male,Individual,Automatic,Third Owner,17.67,2336,141.1,837422
Ford,2017,Female,Dealer,Automatic,First Owner,10.5,2218,107.2,841764
Maruti,2001,Male,Individual,Automatic,Third Owner,24.08,2502,104.1,336009
Honda,2006,Female,Individual,Manual,First Owner,14.07,,117,643679
BMW,2008,Female,Trustmark Dealer,Manual,Second Owner,14.19,,75.4,640815
Audi,2009,Female,Individual,Automatic,Second Owner,16.69,3049,75.8,861589
BMW,2017,Female,Trustmark Dealer,Automatic,Third Owner,17.57,955,106.8,226480
Ford,2022,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,23.84,813,68.6,779846
Audi,2006,Female,Dealer,Automatic,First Owner,19.08,1688,104.8,204969
Audi,2006,Male,Dealer,Automatic,Second Owner,20.27,1996,93.9,833157
Maruti,2002,Male,Individual,Manual,Third Owner,19.1,1244,68.6,918809
Audi,2011,Female,Individual,Automatic,First Owner,18.93,2969,90.6,399123
Toyota,2006,Female,Dealer,Automatic,Third Owner,19.24,3031,122.6,965739
Hyundai,2016,Male,Individual,Automatic,Fourth & Above Owner,10.27,2643,92.1,127790
Hyundai,2000,Male,Dealer,Manual,Fourth & Above Owner,17,848,92.2,929875
Hyundai,2004,Male,Dealer,Manual,First Owner,22.65,980,98.2,1031537
Toyota,2015,Male,Trustmark Dealer,Manual,Fourth & Above Owner,33.77,2217,101.5,703745
BMW,2014,Female,Dealer,Manual,First Owner,13.18,,81.7,541342
Maruti,2001,Male,Dealer,Automatic,First Owner,19.69,1329,,693726
Audi,2008,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.72,2475,63.8,418872
Toyota,2006,Male,Trustmark Dealer,Manual,Third Owner,26.19,1383,,1387388
Hyundai,2003,Male,Trustmark Dealer,Manual,Third Owner,12.58,3318,73.2,424041
Ford,2019,Male,Trustmark Dealer,Manual,First Owner,20.5,2577,101.7,995220
Honda,2017,Female,Dealer,Manual,Second Owner,12.37,2086,94,377632
Audi,2020,Female,Dealer,Automatic,First Owner,16.73,2990,86.6,1079042
Toyota,2003,Male,Dealer,Manual,Third Owner,17.86,,107.3,1203699
Toyota,2012,Male,Dealer,Manual,First Owner,22.28,1093,99.5,715797
Maruti,2000,Male,Dealer,Manual,Third Owner,,2361,82.8,685997
Maruti,2002,Female,Dealer,Automatic,Fourth & Above Owner,20.65,2332,64.1,313026
Toyota,2015,Male,Trustmark Dealer,Automatic,First Owner,18.08,1221,69.5,277300
Hyundai,2021,Female,Dealer,Automatic,First Owner,19.09,2394,53.3,689374
Honda,2003,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,21.83,3411,93.5,1037458
Audi,2022,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,12.87,3264,68.4,435539
Maruti,2015,Male,Dealer,Automatic,Second Owner,21.24,1460,77.6,1262379
Audi,2018,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,,2906,86.8,416956
Hyundai,2000,Female,Dealer,Automatic,Second Owner,22.38,3105,116.1,668818
Audi,2004,Male,Individual,Manual,Fourth & Above Owner,19.34,,113.2,669605
Ford,2018,Female,Trustmark Dealer,Manual,Third Owner,17.16,3013,88.6,569540
Maruti,2021,Male,Individual,Automatic,First Owner,15.64,2758,121.6,-13148
Hyundai,2010,Male,Trustmark Dealer,Manual,Fourth & Above Owner,21.29,2851,39.7,414278
Hyundai,2012,Female,Dealer,Automatic,Third Owner,23.04,,136.9,659892
Honda,2019,Male,Dealer,Manual,Fourth & Above Owner,,3265,107.3,571204
Honda,2004,Female,Dealer,Manual,First Owner,13.47,3209,92.6,790861
Ford,2020,Female,Dealer,Automatic,Fourth & Above Owner,20.78,1168,67.7,827051
Hyundai,2003,Male,Trustmark Dealer,Manual,Fourth & Above Owner,12.21,1338,79,527976
BMW,2003,Male,Dealer,Automatic,First Owner,12.78,3193,105.2,311271
Hyundai,2003,Female,Individual,Automatic,Fourth & Above Owner,13.75,1530,105.8,1064495
Honda,2003,Female,Trustmark Dealer,Manual,First Owner,,1696,106.7,193361
BMW,2019,Male,Individual,Automatic,Second Owner,12.65,1867,71.8,421408
Maruti,2020,Female,Dealer,Manual,Fourth & Above Owner,10.24,1363,66.8,345012
Maruti,2017,Female,Dealer,Manual,Third Owner,13.46,3049,94.9,823937
Audi,2017,Male,Dealer,Automatic,Fourth & Above Owner,20.57,3168,109.2,995107
Toyota,2015,Female,Trustmark Dealer,Automatic,First Owner,12.91,1263,90.1,547892
Honda,2008,Male,Individual,Automatic,First Owner,16.64,1834,127,668933
Toyota,2017,Male,Dealer,Automatic,Third Owner,25.79,3480,,728632
BMW,2021,Female,Dealer,Automatic,Third Owner,17.8,3180,90,1141201
Honda,2001,Male,Dealer,Manual,First Owner,19.37,814,106.8,67928
Ford,2020,Male,Trustmark Dealer,Automatic,Second Owner,14.22,2153,120.5,823267
Hyundai,2003,Female,Trustmark Dealer,Manual,Second Owner,26.65,3077,56.3,712957
Ford,2011,Male,Dealer,Automatic,First Owner,15.83,810,62,488748
BMW,2006,Female,Individual,Manual,Second Owner,17.09,2456,82.2,697868
Honda,2014,Female,Dealer,Manual,Third Owner,23.27,2047,169,822249
BMW,2006,Male,Trustmark Dealer,Manual,Second Owner,17.27,2560,83.5,774949
Hyundai,2021,Female,Dealer,Manual,Third Owner,18.19,2460,87,1247550
Maruti,2020,Female,Individual,Manual,Fourth & Above Owner,16.87,2563,105.5,638244
Maruti,2016,Female,Trustmark Dealer,Automatic,Third Owner,16.9,1341,,608072
BMW,2015,Male,Individual,Manual,Fourth & Above Owner,19.48,2329,94.2,545610
Toyota,2018,Male,Individual,Automatic,Third Owner,20.21,3369,119.1,765894
Honda,2008,Male,Dealer,Manual,Third Owner,15.43,2542,60.2,590383
Honda,2013,Female,Trustmark Dealer,Automatic,Second Owner,14.94,,70.8,603963
Maruti,2016,Female,Trustmark Dealer,Manual,Third Owner,15.56,3488,119.1,605349
Audi,2004,Female,Trustmark Dealer,Manual,First Owner,12.39,3417,90.3,1678851
Ford,2001,Male,Individual,Automatic,Fourth & Above Owner,11.64,3252,58.4,417398
Audi,2019,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,19.19,2222,56.9,725432
Hyundai,2015,Female,Individual,Manual,Third Owner,21.75,1728,69.7,514486
Ford,2013,Female,Trustmark Dealer,Manual,First Owner,21.48,,90.1,784104
Ford,2013,Female,Dealer,Automatic,Third Owner,8.47,1912,101.7,633230
BMW,2000,Male,Individual,Manual,Third Owner,17.02,2689,81.8,484028
Maruti,2002,Male,Dealer,Manual,Second Owner,13.59,3440,99.6,1069449
Audi,2006,Male,Dealer,Automatic,Third Owner,18.57,3033,79.1,569306
Audi,2014,Female,Dealer,Manual,Third Owner,,1694,120.6,786847
Maruti,2018,Male,Dealer,Manual,Second Owner,20.37,2926,153.8,390005
Audi,2019,Female,Individual,Automatic,Second Owner,17.92,2992,80.2,-7662
Maruti,2001,Male,Trustmark Dealer,Manual,First Owner,,2861,102,429900
BMW,2018,Male,Individual,Automatic,Second Owner,14.13,2454,100,-41235
Toyota,2008,Male,Dealer,Automatic,Fourth & Above Owner,18.02,801,93.5,528941
Ford,2018,Male,Dealer,Manual,Fourth & Above Owner,18.36,3363,106.3,1040594
BMW,2004,Female,Trustmark Dealer,Manual,First Owner,12.38,2913,102,328414
Honda,2017,Female,Dealer,Automatic,Third Owner,11.85,3093,78.2,-31813
Hyundai,2015,Female,Individual,Automatic,First Owner,18.22,2425,122.9,1050077
Toyota,2003,Male,Individual,Manual,Second Owner,12.39,2513,95,457394
Honda,2011,Female,Individual,Automatic,Third Owner,11.33,1371,80.4,595278
Ford,2006,Male,Individual,Manual,First Owner,16.22,1235,151.1,836484
Audi,2013,Female,Dealer,Automatic,First Owner,16.05,3200,87.1,756952
Maruti,2022,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,14.49,2511,96.4,825154
Ford,2011,Male,Individual,Automatic,First Owner,15.19,1182,94.4,870129
BMW,2002,Female,Dealer,Manual,Third Owner,18.06,2533,86.8,76166
Hyundai,2004,Male,Individual,Automatic,First Owner,15.12,1883,101.2,175696
BMW,2016,Female,Trustmark Dealer,Automatic,First Owner,18.28,2749,68.9,951351
Toyota,2009,Male,Dealer,Automatic,Second Owner,16.48,3317,104.9,365478
Toyota,2009,Male,Individual,Automatic,First Owner,18.67,2234,46,398206
Hyundai,2010,Female,Trustmark Dealer,Manual,Third Owner,21.51,1906,57.5,221147
Honda,2016,Female,Dealer,Automatic,Fourth & Above Owner,21.36,,135.6,478516
Honda,2004,Male,Dealer,Manual,Fourth & Above Owner,23.15,2134,58.6,495205
Toyota,2012,Male,Individual,Automatic,Fourth & Above Owner,21.35,2873,41,318762
Toyota,2009,Male,Dealer,Automatic,Fourth & Above Owner,18.95,2200,59.2,284075
Audi,2008,Female,Dealer,Manual,Second Owner,16.27,1634,133.5,695599
Maruti,2016,Female,Individual,Manual,Third Owner,16.45,3475,45.2,357699
Audi,2000,Female,Individual,Automatic,Second Owner,14.49,2003,66.1,418106
Audi,2003,Male,Dealer,Automatic,Fourth & Above Owner,18.02,1573,53.5,-55884
Honda,2003,Male,Individual,Automatic,Second Owner,20.79,3113,83.1,1181460
Hyundai,2017,Male,Individual,Manual,First Owner,15.1,3397,79.1,882547
Honda,2008,Female,Dealer,Automatic,Third Owner,17.85,2203,78,451558
Maruti,2017,Female,Individual,Manual,First Owner,15.29,876,136.4,330276
BMW,2013,Male,Trustmark Dealer,Automatic,Second Owner,18.84,1872,60,603267
Toyota,2014,Male,Dealer,Manual,First Owner,15.8,2203,87.4,595040
Toyota,2005,Male,Dealer,Manual,Second Owner,15.04,3294,98.5,217210
Maruti,2009,Female,Trustmark Dealer,Manual,Second Owner,15.28,3353,65.5,-165161
Audi,2014,Female,Individual,Automatic,Third Owner,20.01,2532,102.2,442177
